0,38,68,20,93,31,46,97,82,5,13,53,47,23,98,35,66,54,6,31,87,73,87,61,94,48,50,68,26,56,94,83,98,4,28,49,-1,45,18,5,22,81,30,31,68,32,5,26,21,63,65,77,86,6,95,29,21,98,11,54,33,68,25,96,67,28,76,36,69,20,55,79,74,55,74,15,10,87,6,52,62,95,75,55,46,29,64,83,89,92,68,27,20,85,4,76,1,37,86,78,44,66,36,72,38,42,78,71,80,45,50,2,47,16,95,12,29,56,54,83,77,77,57,71,62,50,39,10,94,62,41,3,22,37,86,65,8,16,12,43,76,51,58,17,3,12,36,29,66,48,23,73,13,87,81,59,9,79,97,68,7,71,22,3,5,55,88,50,84,30,73,91,73,3,85,95,43,76,45,48,69,93,23,62,76,49,38,35,91,57,57,28,29,53,75,24,83,16,95,14,85,17,46,32,21,4,26,11,30,6,93,55,5,33,44,100,44,15,50,23,51,71,92,22,75,4,5,93,95,26,52,67,14,27,54,20,79,82,53,81,58,95,41,53,31,28,7,60,64,98,72,76,43,89,41,49,12,56,20,20,69,97,75,32,21,65,46,23,92,32,8,30,44,11,65,79,6,65,51,70,66,29,56,19,22,69,5,64,95,29,88,94,84,61,78,25,48,96,93,100,11,99,4,24,63,75,-1,28,69,13,71,23,93,95,64,44,66,51,43,26,89,26,43,5,6,12,82,33,6,19,28,23,66,7,90,96,26,27,97,-1,87,90,79,9,12,11,61,97,23,91,59,10,84,43,3,62,11,59,77,64,8,73,39,2,3,42,38,59,49,71,49,98,66,4,86,2,5,35,40,70,25,56,27,59,86,76,21,59,60,34,53,54,3,86,8,61,90,99,68,7,37,32,67,69,27,45,53,10,81,11,16,6,90,59,25,62,79,93,97,99,7,72,6,31,57,22,98,70,23,76,15,50,43,73,5,64,73,51,64,13,12,23,96,5,10,52,33,69,6,5,88,39,56,65,1,79,12,38,59,-1,98,11,17,29,56,14,4,38,4,78,8,57,47,58,68,57,33,47,57,50,93,20,100,74,11,44,94,20,60,26,17,30,5,87,23,73,37,3,38,50,18,8,76,38,100,68,-1,23,89,52,93,30,77,80,19,68,13,30,7,45,39,70,41,26,34,54,32,17,-1,64,46,1,-1,70,15,97,53,12,56,44,31,7,52,87,20,17,69,20,8,13,71,24,49,90,70,70,61,81,25,94,46,39,21,1,98,14,90,35,19,28,17,31,19,6,47,78,-1,45,38,2,17,66,26,67,41,54,36,45,22,47,1,91,96,81,35,59,91,67,64,56
76,0,46,97,30,43,71,5,90,19,37,67,19,81,93,19,37,65,9,96,73,36,46,4,45,74,47,24,42,51,95,62,55,15,43,5,46,56,24,57,43,48,80,76,80,16,96,8,95,25,97,95,87,64,43,20,50,99,88,35,56,12,50,23,84,12,21,28,-1,44,3,3,15,26,15,64,49,58,64,43,7,53,90,64,67,30,2,39,36,34,74,79,18,29,42,75,45,98,86,26,33,44,14,78,91,22,72,11,99,7,69,98,41,92,13,55,56,37,17,63,15,93,84,4,51,73,80,73,7,39,66,55,72,93,78,99,96,13,7,80,90,36,85,52,73,9,13,58,40,91,37,-1,11,32,73,40,66,5,56,29,10,7,39,95,65,64,74,28,64,5,88,21,40,40,10,43,14,46,99,10,97,87,68,26,30,93,47,51,34,23,23,49,75,54,74,16,87,22,48,32,86,73,45,13,75,31,92,8,36,66,99,62,75,27,100,65,12,26,90,39,74,85,87,50,100,43,32,16,93,93,22,91,86,45,73,27,61,55,12,44,15,90,37,55,14,49,68,97,70,23,34,31,5,25,84,76,12,78,41,28,51,90,58,100,60,6,42,100,73,51,44,21,83,77,29,57,2,76,91,17,39,20,35,89,66,98,4,50,6,4,91,64,90,65,45,99,86,24,62,61,41,59,43,95,50,86,68,83,83,54,73,70,35,45,10,11,69,76,99,78,69,7,62,73,16,74,45,43,18,7,75,80,30,12,21,95,13,72,9,73,61,4,17,66,-1,85,100,77,45,95,87,55,45,42,1,85,8,16,19,92,86,33,30,2,80,35,5,96,91,33,75,32,77,96,57,20,46,94,90,90,69,79,14,47,72,76,62,10,91,29,55,15,93,48,99,44,16,11,38,98,69,6,79,89,26,45,9,51,75,55,93,2,34,2,62,66,55,1,89,52,34,11,86,89,29,10,57,25,71,2,72,94,73,41,39,9,11,17,62,1,45,74,36,33,52,30,57,96,25,25,5,37,13,93,83,1,95,7,4,92,20,20,75,89,96,12,55,79,37,11,45,93,69,15,60,53,79,30,64,63,95,34,27,72,62,54,64,88,26,48,88,10,1,33,87,92,11,7,3,39,9,87,18,30,10,67,6,99,31,48,28,14,100,30,19,56,3,20,72,53,86,57,47,44,11,34,91,23,32,41,9,37,24,93,53,19,29,-1,12,41,2,49,9,49,1,27,11,13,21,9,96,5,18,26,44,33,21,89,65,23,69,97,47,85,97,15,80,72,40,87,36,93,86,73,66,29,43,34,53,62,46,89,19,56,35,77,3,56,78,83,78,18,26,70,15,78,28,-1,41,52
8,37,0,84,99,65,22,31,60,93,3,59,28,8,70,1,85,29,95,14,14,73,9,9,5,48,95,57,15,82,72,8,44,55,60,11,74,27,21,61,75,40,69,92,2,1,56,55,19,18,39,86,61,46,5,82,85,74,64,100,53,22,70,52,31,95,61,97,81,76,66,58,41,3,36,50,43,8,100,22,-1,46,35,79,-1,37,1,46,14,97,36,27,94,5,13,14,100,98,1,67,6,3,77,50,65,38,77,83,30,69,100,88,72,34,35,72,1,49,75,96,69,21,42,80,21,46,68,51,7,41,56,84,75,94,88,23,29,52,91,60,95,73,2,78,35,32,50,23,44,72,93,66,22,88,94,72,-1,18,4,74,13,2,36,46,91,58,13,80,46,51,32,12,48,54,89,48,65,13,69,29,12,11,86,21,52,7,14,40,33,30,85,67,80,37,13,56,37,42,72,88,71,19,98,83,24,18,88,67,79,33,10,16,46,10,59,39,51,14,-1,56,43,5,4,26,37,99,81,40,93,38,72,31,31,97,92,30,95,8,90,46,98,12,90,79,91,68,68,53,24,80,13,84,48,59,76,64,9,48,47,60,57,11,12,53,1,19,79,36,68,10,59,95,58,13,19,14,16,100,71,12,71,46,87,38,47,18,35,3,46,76,58,37,11,58,11,8,69,90,17,18,31,84,70,10,9,7,54,32,72,99,17,92,11,78,35,9,17,62,76,85,84,49,62,5,87,36,96,22,23,92,66,-1,9,21,27,61,48,60,2,28,44,74,92,11,17,78,30,25,17,54,41,60,91,20,86,14,69,51,75,34,13,34,65,85,95,76,53,39,42,51,57,80,99,37,94,75,59,4,68,19,100,35,8,38,65,7,73,82,61,8,70,43,60,51,67,7,42,2,93,41,47,39,64,1,95,91,60,85,93,23,16,90,38,63,58,57,47,10,89,28,65,74,77,13,71,57,52,100,3,47,51,76,47,21,12,65,59,52,61,59,49,99,9,98,1,40,7,9,96,54,71,56,89,5,66,29,71,35,70,38,38,27,68,21,72,49,30,13,56,29,27,43,88,32,9,26,70,31,75,4,67,43,81,58,8,62,14,84,97,6,35,25,83,39,43,71,67,71,-1,33,41,90,80,83,13,52,47,6,27,29,85,63,38,98,83,62,5,74,33,73,35,4,82,67,1,4,98,19,21,58,48,52,52,92,33,49,60,20,65,6,83,64,26,78,24,86,89,90,13,39,50,33,83,54,78,91,6,69,28,-1,98,35,50,85,91,63,2,3,92,14,77,85,83,78,17,41,77,29,57,9,19,38,58,89,55,51,48,75,62,50,6,35,58,94,56,84,12,12,40,59
45,36,35,0,37,38,48,57,17,73,91,27,71,31,29,66,45,54,60,89,44,99,66,54,29,24,66,40,51,95,17,1,59,16,79,90,38,71,68,88,97,78,56,8,-1,8,43,33,11,10,80,20,91,12,85,82,31,77,79,45,67,5,49,77,75,58,95,18,79,20,90,46,12,86,80,21,32,75,1,94,21,45,38,90,70,78,62,64,31,55,85,86,46,41,22,15,93,25,26,80,61,99,88,72,71,80,55,28,33,95,26,44,11,48,41,42,56,22,69,49,6,55,58,42,54,75,68,3,68,33,45,35,36,20,18,39,46,15,97,88,65,10,89,14,43,25,50,21,74,83,26,93,16,76,1,23,46,75,66,74,56,53,31,81,3,25,75,83,28,48,48,100,10,-1,75,41,81,59,36,23,28,43,11,97,23,76,96,6,59,31,40,6,41,72,3,28,40,34,97,14,6,36,17,5,13,24,5,92,14,29,67,16,28,72,36,98,14,83,93,25,63,72,18,73,50,79,5,1,61,2,93,8,99,67,10,1,42,34,58,97,34,47,4,93,4,58,85,93,79,71,79,7,35,62,88,48,7,66,61,6,28,67,9,16,35,1,42,36,55,51,29,20,58,84,36,16,94,86,31,12,78,74,12,27,31,44,25,85,11,95,65,61,83,89,49,6,3,100,8,18,61,87,90,31,6,80,17,18,57,60,97,81,39,81,30,50,85,89,68,54,14,30,92,67,71,90,64,82,62,40,33,4,90,34,29,19,79,22,85,99,100,84,17,37,94,44,38,44,49,13,99,4,100,38,38,26,63,34,5,79,72,88,75,41,78,10,38,3,68,70,56,28,68,21,20,87,43,69,80,58,86,2,60,89,89,43,86,77,77,6,89,97,29,94,48,68,97,83,97,26,1,71,17,60,96,48,93,7,15,23,23,56,6,78,86,6,50,85,39,71,65,56,15,24,24,39,18,40,96,98,47,77,10,43,36,45,10,47,65,99,25,88,62,37,13,10,66,92,20,18,15,32,17,13,48,99,69,49,6,22,75,10,32,4,84,8,5,77,64,96,17,79,72,33,-1,92,59,27,98,84,65,30,39,6,14,90,96,91,91,51,71,7,24,43,42,81,93,57,40,-1,24,8,46,85,13,100,51,57,61,2,20,12,92,35,31,99,30,46,26,75,32,44,52,13,2,82,26,93,8,15,97,91,12,66,34,29,17,46,24,29,85,48,37,11,81,51,98,51,29,66,42,32,93,30,100,71,40,95,24,64,62,36,39,2,25,99,28,45,84,59,69,32,1,-1,81,49,38,8,34,63,-1,1,74,18,40,68,60,79,36,40,92,65,65,72,74,35,68,18,62,72
96,13,15,42,0,50,31,60,40,13,85,53,15,94,66,29,39,2,19,92,65,23,49,18,57,32,81,14,38,52,2,28,93,21,27,3,78,73,93,27,93,84,29,88,45,23,84,32,59,89,59,75,79,85,52,64,5,91,47,29,7,80,35,26,85,44,78,27,10,35,75,69,31,86,79,9,30,11,16,98,23,98,23,43,73,51,52,24,9,83,86,39,17,34,68,99,72,60,1,32,97,5,45,2,42,78,99,4,45,70,63,53,34,9,5,29,36,18,29,55,31,33,30,47,71,33,33,48,69,8,48,49,3,93,56,33,91,69,-1,94,49,79,-1,20,75,7,42,1,30,90,1,11,7,98,39,37,26,55,11,24,51,27,57,87,71,36,91,57,60,89,53,23,69,34,-1,20,44,44,45,53,69,1,81,100,38,73,49,75,80,33,52,23,14,40,40,79,60,57,74,86,37,87,97,65,3,57,46,94,6,41,82,17,8,85,88,81,-1,55,22,81,87,30,39,-1,74,100,78,30,48,96,51,78,15,21,4,71,61,46,24,98,56,22,67,37,14,91,50,10,31,12,37,83,11,7,95,14,78,70,31,37,94,41,5,95,65,10,92,5,91,17,47,35,7,39,85,81,11,91,64,56,61,25,48,7,16,99,20,57,66,18,40,65,11,5,14,1,73,88,91,84,98,55,51,71,26,100,66,67,61,65,15,22,7,33,7,76,63,62,56,50,82,95,38,91,41,21,64,64,4,8,32,76,56,33,63,42,34,69,56,57,97,98,76,84,96,44,42,77,38,90,6,46,15,4,84,42,51,13,92,40,28,92,24,91,9,77,95,89,33,94,16,63,61,67,78,5,40,82,51,82,54,68,40,61,37,13,26,15,18,54,12,48,49,51,44,2,39,88,89,87,75,13,96,21,69,28,65,100,90,26,49,27,37,30,24,97,91,99,84,18,49,96,25,62,75,46,29,27,72,18,73,82,68,2,72,81,16,75,45,81,56,84,95,92,83,89,87,75,81,66,80,9,17,27,64,50,61,19,73,45,28,42,96,67,100,83,10,84,100,59,78,36,38,19,62,74,68,49,23,3,35,20,38,3,9,86,40,80,10,99,74,65,73,96,13,26,63,57,5,42,52,1,74,74,29,54,72,45,83,51,68,10,12,96,97,50,97,42,94,82,3,70,44,29,21,81,78,-1,41,17,40,90,80,13,68,74,69,81,71,54,30,85,76,54,18,69,52,83,59,62,11,74,84,32,96,53,32,3,63,36,65,98,70,89,41,56,87,64,44,61,52,34,38,61,53,52,8,43,16,47,49,88,2,34,38,41,2,73,4,64,52,82,55,27,94,35,80,25,68,15
89,59,68,85,18,0,98,30,85,85,49,35,80,44,69,60,44,35,37,95,6,93,26,20,33,96,12,39,98,50,52,70,62,73,65,27,30,82,47,16,76,40,6,93,77,91,19,10,30,58,91,18,43,33,75,11,87,45,55,68,65,92,61,89,84,27,12,99,90,78,40,14,40,2,17,50,82,47,73,76,25,27,26,20,63,19,58,75,45,12,86,67,68,97,10,1,4,57,33,8,94,12,58,95,65,72,84,53,94,57,72,86,62,51,56,50,15,26,75,72,54,9,50,70,90,43,53,64,24,33,89,43,98,16,72,21,14,72,80,94,52,73,19,24,78,88,61,72,5,54,15,11,79,38,6,25,65,18,88,69,61,58,25,45,95,48,34,37,25,73,49,65,75,63,43,94,98,99,37,9,1,4,4,27,15,95,13,41,84,25,25,3,61,37,45,61,46,78,88,80,82,49,92,29,93,32,30,94,65,80,96,87,72,17,3,90,19,18,14,25,86,60,50,7,7,70,66,50,82,89,69,95,11,22,22,55,74,1,80,45,25,31,73,-1,76,89,23,50,52,56,52,46,69,65,11,84,40,45,74,75,82,59,5,37,48,92,71,66,11,44,50,50,59,87,49,78,31,96,97,39,75,31,41,28,10,61,9,59,59,100,58,56,39,66,47,28,85,18,23,33,23,32,24,4,15,42,77,90,6,31,61,22,97,85,53,12,23,98,21,28,98,30,90,87,12,59,5,23,45,10,48,53,52,78,46,83,82,71,20,82,79,10,88,5,29,34,28,98,35,80,88,34,5,99,84,47,-1,66,73,62,73,54,16,27,21,90,24,40,57,50,73,25,54,20,89,72,88,91,79,73,54,95,-1,58,22,99,84,33,40,30,76,31,67,96,55,58,81,35,17,13,91,61,71,54,28,3,6,86,90,37,63,97,25,98,28,46,3,29,45,-1,65,19,76,71,7,29,76,48,45,47,20,17,75,62,77,89,57,97,79,93,56,22,61,43,7,60,60,83,38,22,26,17,2,16,41,87,88,26,34,29,84,44,32,17,65,18,69,32,29,96,90,73,42,99,28,90,37,75,22,1,88,86,67,42,8,26,62,36,60,20,11,79,4,41,61,47,60,39,24,24,63,5,3,45,86,79,76,57,80,64,90,92,48,65,53,61,16,70,76,41,70,92,48,77,83,51,34,75,6,84,4,74,54,73,22,5,92,97,15,95,34,47,14,46,28,75,53,6,73,5,57,76,63,99,53,16,76,85,1,50,23,88,74,46,11,100,35,34,50,4,41,42,15,86,100,39,75,99,35,25,17,35,16,65,32,2,38,6,65,38,47,15,6,6,63,69,38,57,42,33
25,32,62,65,73,63,0,82,13,2,92,84,64,4,56,69,14,43,28,53,58,14,73,61,82,11,26,5,12,5,98,4,65,1,13,89,62,24,66,79,59,20,31,51,88,67,20,38,7,82,18,81,28,96,9,13,7,9,28,76,77,9,90,78,94,49,73,1,74,15,16,68,47,80,54,5,4,77,53,68,68,19,22,99,1,95,6,9,20,49,50,35,48,71,10,80,31,1,82,94,59,83,39,95,17,96,34,27,51,15,57,79,98,49,49,17,49,76,35,1,95,95,9,71,75,4,35,81,81,93,17,74,74,19,52,8,57,39,46,56,98,92,94,73,34,33,73,87,30,73,35,80,19,71,30,86,88,24,25,24,60,3,91,19,95,56,32,37,34,16,14,43,40,7,8,100,84,27,84,12,21,13,75,12,31,77,80,95,36,96,36,22,33,18,3,67,39,48,66,2,98,49,98,25,79,78,57,56,58,90,21,59,98,81,75,72,2,43,64,28,11,49,83,33,91,23,62,9,56,32,81,16,33,48,-1,26,69,39,20,50,94,92,2,63,64,96,41,10,74,78,45,73,37,30,14,97,57,10,18,66,23,58,60,28,93,87,35,52,72,25,38,66,93,42,48,70,44,61,4,74,22,14,79,87,66,92,27,56,95,60,63,70,62,66,12,21,35,39,44,11,5,25,88,49,64,5,39,89,18,1,51,42,18,11,-1,97,94,25,55,33,33,22,42,57,99,11,15,29,86,24,77,82,13,20,59,43,41,53,78,94,24,57,96,87,13,97,16,77,32,34,100,87,53,85,84,89,42,44,18,19,6,67,73,12,63,3,54,78,80,43,16,75,2,4,75,29,69,44,54,36,40,74,35,24,12,93,75,83,77,66,93,40,97,37,19,53,16,8,16,81,86,50,20,37,65,56,85,56,63,91,47,33,44,95,89,32,96,95,36,29,15,76,25,88,80,22,94,22,67,91,86,10,89,98,80,99,70,39,59,60,89,47,32,95,78,1,85,88,77,30,95,75,16,85,71,5,71,97,23,54,83,18,87,19,100,9,44,90,31,2,44,24,16,54,24,60,27,40,47,75,14,52,11,79,66,96,69,5,9,40,36,53,75,66,56,41,64,57,53,-1,83,36,42,13,11,86,98,41,99,91,82,87,89,63,49,72,84,23,68,59,29,36,85,24,71,53,11,53,9,14,84,46,98,39,97,83,17,89,64,50,40,90,6,33,71,65,63,100,60,67,33,5,86,68,93,99,55,91,87,29,55,59,70,-1,82,62,16,79,59,30,35,68,17,68,67,35,16,54,58,7,98,47,8,44,72,69,65,66,71,28,81,21,88,84,83,50,27,53,70,42
41,50,17,47,96,68,21,0,32,58,96,83,23,93,67,53,99,62,73,50,72,20,15,65,73,31,3,97,40,43,58,62,34,63,48,5,99,12,26,51,86,23,32,81,34,9,10,50,40,65,74,4,47,8,49,79,75,60,2,32,42,51,88,-1,23,45,99,1,2,95,36,65,92,5,38,83,26,16,17,99,75,71,55,15,66,97,41,43,86,-1,71,92,40,63,92,28,11,46,95,95,39,98,38,30,53,92,62,83,14,95,78,76,1,6,62,19,28,18,40,38,83,43,89,33,21,75,31,48,38,49,89,69,61,64,75,49,50,50,69,7,82,72,94,75,-1,80,40,2,93,41,64,9,65,33,93,66,41,60,6,98,91,41,7,8,46,8,39,26,44,70,71,78,58,3,48,-1,52,77,83,52,89,14,8,44,66,20,83,76,27,74,83,60,78,65,67,92,16,93,90,48,56,51,83,58,55,79,5,40,65,66,86,33,46,34,99,85,70,79,32,9,6,76,66,59,14,70,43,86,21,47,13,26,75,99,22,76,41,12,100,49,92,6,36,17,77,43,23,87,95,64,91,3,47,68,73,40,39,71,45,8,25,5,63,73,50,15,54,80,88,22,42,99,79,83,47,22,39,22,70,43,96,66,7,45,92,27,59,53,51,20,25,78,93,61,41,94,53,25,46,35,3,73,30,82,53,72,68,56,17,74,91,50,75,100,66,8,34,88,1,82,14,8,27,49,70,6,53,54,49,46,67,85,44,10,69,64,32,76,94,77,8,85,51,95,59,30,68,18,58,70,50,26,44,3,9,81,50,7,95,28,94,33,47,78,77,15,4,34,25,31,80,30,24,42,22,23,35,45,15,90,74,26,1,54,2,11,23,9,7,18,88,89,80,51,7,7,54,40,4,41,35,100,82,25,79,36,34,38,56,12,1,40,5,66,39,4,17,62,77,44,19,66,22,49,47,27,12,61,15,81,21,11,42,36,62,35,11,15,82,35,80,37,79,82,78,85,69,39,35,35,25,62,75,77,70,8,60,45,2,15,26,18,73,89,33,31,69,19,31,44,68,26,46,5,46,70,40,54,93,92,70,64,84,53,92,95,39,88,87,35,4,51,81,55,59,95,60,100,71,90,94,87,95,76,38,82,18,98,61,57,95,7,26,1,58,1,88,19,95,23,74,9,96,86,15,31,48,10,81,37,80,87,35,24,2,46,24,25,89,61,17,68,39,58,13,98,10,25,94,41,38,20,61,17,53,50,83,34,58,98,45,31,54,31,96,25,54,42,16,73,76,2,90,30,18,97,8,65,9,1,69,34,9,9,25,30,14,43,16,53,52,77,81,94,58,34,84,43,96,51
7,89,35,15,99,91,2,63,0,93,27,13,89,72,6,47,34,88,57,64,36,97,93,42,47,52,30,69,23,21,64,41,98,40,15,69,67,96,54,32,63,81,2,94,58,33,92,98,19,10,87,89,22,72,14,63,80,87,68,86,92,89,59,87,39,92,100,48,44,27,41,26,32,85,43,71,5,39,26,3,4,30,2,22,54,63,84,64,1,61,75,93,4,37,30,6,98,74,2,82,68,30,73,31,1,91,70,12,43,61,50,62,41,34,53,58,77,47,78,88,34,88,94,7,7,88,52,91,21,36,77,91,6,80,74,74,14,80,54,87,3,57,15,78,63,46,82,35,84,14,80,89,99,72,52,51,94,61,58,19,60,31,97,33,62,81,37,50,83,80,45,21,52,11,78,41,16,81,67,97,56,71,86,16,-1,95,68,48,12,50,82,45,28,93,33,37,56,39,5,34,33,100,61,94,2,36,8,20,29,88,11,88,81,47,92,73,99,61,40,67,85,17,16,86,41,31,79,64,28,44,34,29,30,38,69,24,58,77,22,39,88,10,55,57,69,20,100,58,36,10,36,51,57,69,14,9,67,65,20,37,38,27,79,72,51,89,17,95,29,70,6,88,3,26,18,44,57,36,81,80,25,74,27,64,41,51,97,30,16,46,67,81,78,63,57,14,29,21,33,32,57,59,7,39,54,63,57,45,50,69,6,44,90,32,53,42,68,56,65,22,83,62,8,22,33,41,12,87,80,13,25,24,2,96,58,31,48,69,51,76,69,36,10,66,38,44,91,66,1,45,12,3,28,81,42,80,34,77,6,3,2,20,37,92,78,95,23,-1,47,43,31,69,12,38,26,85,89,5,52,79,54,49,13,99,27,30,60,43,18,-1,45,89,37,76,94,27,95,93,65,21,51,31,50,46,97,20,44,37,75,15,74,99,84,1,10,31,95,19,64,23,10,86,77,17,65,77,100,71,59,43,51,93,18,48,85,47,1,57,86,25,68,98,43,72,43,17,50,76,44,78,34,74,29,91,10,20,34,41,54,96,67,99,62,95,89,8,63,40,26,31,46,64,95,23,56,38,28,1,3,63,72,55,30,9,39,30,55,66,9,37,34,3,74,83,37,33,1,24,34,74,17,90,6,62,54,42,2,81,86,98,22,14,43,65,36,64,99,32,92,47,33,10,87,31,16,92,19,36,47,85,73,66,52,-1,34,97,23,9,67,100,52,93,84,23,35,29,42,87,22,96,47,82,8,-1,61,15,75,30,51,2,49,70,59,69,4,79,29,83,39,62,54,28,10,58,65,7,10,88,94,1,50,79,64,12,60,94,21,12,36,10,61,25,92,98,41,51,5,23,18,48
19,10,98,16,95,11,19,63,84,0,90,40,52,37,94,85,6,84,1,36,52,78,66,95,6,93,33,46,27,77,33,4,55,51,33,18,60,25,93,27,14,55,5,56,81,74,37,69,25,60,93,83,40,68,90,99,33,20,77,39,15,77,77,59,81,77,70,79,1,17,48,44,7,35,66,40,24,53,52,31,30,65,50,35,26,34,46,94,26,86,8,77,23,67,38,87,52,24,23,5,100,45,58,97,73,7,70,39,32,48,5,80,30,17,73,45,6,28,12,70,9,41,15,27,32,56,13,65,52,43,64,32,47,17,40,43,63,90,64,24,88,36,24,4,6,89,82,59,83,61,66,36,67,4,59,65,54,43,58,27,42,86,22,4,50,90,47,55,99,91,86,47,49,52,48,39,4,79,35,89,57,91,12,88,26,9,42,89,63,21,52,67,25,99,51,15,7,11,91,35,98,66,66,53,62,54,42,23,55,55,96,84,35,10,70,49,8,14,10,19,36,40,79,23,13,27,97,26,78,76,85,16,30,33,59,9,19,63,18,66,23,70,47,44,70,17,15,89,18,34,51,72,38,74,47,62,100,59,52,93,19,83,69,4,62,76,67,22,30,87,13,19,87,72,80,21,29,99,52,78,70,78,82,42,9,69,66,82,17,77,35,48,85,8,96,49,26,2,96,19,94,28,23,55,6,95,7,77,59,47,26,72,59,13,14,61,78,93,15,23,53,5,67,7,95,49,33,28,38,82,6,79,11,34,13,100,79,40,92,94,77,33,69,3,20,18,54,84,61,19,4,-1,88,25,49,23,51,18,5,66,81,73,90,2,90,57,61,27,100,36,28,34,47,31,56,31,98,55,84,60,96,67,69,3,27,41,75,83,25,7,65,89,19,37,91,74,91,86,5,38,28,10,7,99,82,18,2,17,18,54,91,16,75,3,2,75,90,87,72,98,23,12,7,36,98,64,59,10,70,53,52,79,23,85,54,23,49,66,10,80,91,58,30,52,70,31,26,77,43,4,74,74,67,61,11,64,87,65,35,11,86,87,22,98,24,83,39,70,55,19,10,42,48,95,74,22,24,55,2,14,11,66,26,25,68,17,58,17,70,65,97,13,9,27,94,72,8,22,18,91,30,-1,1,98,46,44,4,42,72,30,39,96,100,54,44,33,54,20,97,24,34,60,58,31,94,84,59,66,65,8,78,6,43,52,86,26,69,15,66,29,49,100,13,13,6,78,1,40,43,29,48,47,13,27,21,61,2,23,93,61,21,98,99,45,61,20,34,40,21,42,80,14,8,43,28,92,75,71,86,74,56,34,36,16,44,-1,30,93,64,20,59,94,27,1,65,87,58,55,75,95
