10.45258950,60.57618946,52.95266579,85.64409314,93.99090548,92.02246162,51.70445875,92.32764672,18.43623157,25.23270363,12.28064821,90.31647694,4.26953948,71.50486770,32.68837550
39.92431410,57.50907926,1.87383648,82.46101260,34.56831568,41.90496536,43.10739463,77.26065859,89.40092166,75.53636280,0.38758507,73.25357830,70.75411237,4.94094668,47.44407483
59.27915281,32.05969420,59.91088595,74.63606677,75.05417035,71.82226020,42.07892087,35.69444868,33.42692343,79.25656911,50.42573321,83.74889370,74.89852596,83.30942717,96.80471206
37.16544084,32.47169408,70.56794946,14.66414380,65.98101749,34.98641926,87.77123325,14.02630696,39.38413648,27.04245125,94.50972015,85.90350047,25.02822962,33.68022706,81.73772393
9.23184912,80.67262795,47.88048952,21.73833430,63.49375896,28.85525071,69.04812769,65.16922514,0.10681478,55.21408734,70.61372723,50.76448866,75.74999237,21.02420118,24.84511856
43.41563158,0.69582202,30.65889462,63.02377392,66.13666189,5.34989471,44.52650533,99.06918546,41.65471358,78.03582873,78.17316202,94.80574969,9.15555284,77.22098453,78.10602130
94.93392743,31.86132389,71.28208258,15.02731407,9.83611560,61.07669301,8.91750847,85.08255257,74.41328166,72.25257118,73.37260048,59.68810083,60.94851527,38.80733665,23.54197821
74.69710379,74.26068911,59.23032319,75.15793329,99.37437056,7.17490158,3.12509537,25.10452589,75.92394787,84.49659719,91.86071352,72.03894162,70.14069033,73.54045228,79.36643574
36.42689291,23.80138554,89.44669942,48.79909665,33.10647908,49.47355571,73.30240791,90.62166204,99.53917051,58.27814570,71.25461592,77.76421400,32.79824213,61.34830775,92.73659474
3.46690268,38.55403302,35.50218207,75.89342936,97.48222297,45.01174963,93.81694998,38.39228492,86.15070040,85.07950072,51.69225135,41.68218024,12.13110752,99.77416303,29.07803583
46.86422315,79.28098392,66.08478042,79.43662832,90.29816584,38.32514420,2.35297708,86.07745598,57.04519791,79.05514695,54.31379131,16.53187658,80.29725028,44.52040162,14.92965484
75.54857021,44.90798669,32.95388653,81.15787225,47.31589709,23.13303018,3.00912503,0.71413312,67.62596515,20.76174200,47.94457839,12.05481124,16.48609882,61.66875210,54.35956908
30.59480575,71.91076388,89.02249214,11.16977447,84.38367870,15.43321024,11.17893002,84.35621204,52.28431043,30.03631703,70.46723838,23.17575610,7.84325694,81.06326487,62.89559618
13.46476638,21.94280831,20.76784570,87.01742607,43.59874264,27.35374004,7.13522752,49.99237037,98.80062258,98.34589679,77.57194739,8.99380474,49.37284463,48.44508194,68.08984649
76.11926634,48.54274117,99.49949644,18.67427595,64.87929930,5.43229469,25.13504440,55.35752434,6.41499069,48.92422254,21.79021577,89.68474380,13.58989227,47.91405988,10.34882656
